0  	3.19 
0.1004 	 5.87 
0.1999 	 10.27 
0.3000 	 16.14 
0.4001 	 23.24 
0.4998 	 31.41 
0.5997 	 40.62 
0.7001 	 50.97 
0.7996 	 62.43 
0.8525 	 69.06 
0.8993 	 75.31 
0.9255 	 78.95 
0.9545 	 83.14 
0.9755 	 86.27 
1  	90.03 
